#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/ TOV,STL/ TOV
190,Gabe Vincent,MIA,68,1589,591,214,513,41.7,119,323,36.8,44,54,81.5,22,104,126,210,62,12,98,158,594,2.14,0.63
191,Dillon Brooks,MEM,32,885,590,227,526,43.2,46,149,30.9,90,106,84.9,29,73,102,88,36,8,50,105,459,1.76,0.72
192,Isaiah Stewart,DET,71,1816,589,250,490,51.0,15,46,32.6,74,103,71.8,226,391,617,82,22,78,85,211,1034,0.96,0.26
193,Isaac Okoro,CLE,67,1981,588,207,431,48.0,55,157,35.0,119,155,76.8,72,129,201,121,56,22,58,164,670,2.09,0.97
194,Josh Christopher,HOU,74,1334,587,224,500,44.8,56,189,29.6,83,113,73.5,52,134,186,150,65,13,114,97,581,1.32,0.57
195,Reggie Bullock Jr.,DAL,68,1902,583,201,501,40.1,141,392,36.0,40,48,83.3,33,208,241,83,41,14,40,111,614,2.08,1.02
196,Andre Drummond,BKN,73,1437,580,247,433,57.0,0,3,0.0,86,164,52.4,229,451,680,131,78,68,115,192,1158,1.14,0.68
197,Doug McDermott,SAS,51,1223,578,215,465,46.2,108,256,42.2,40,51,78.4,18,97,115,64,13,6,43,79,472,1.49,0.3
198,Landry Shamet,PHX,69,1437,573,191,485,39.4,123,334,36.8,68,81,84.0,16,110,126,108,28,9,41,92,496,2.63,0.68
199,Cam Thomas,BKN,67,1176,570,218,503,43.3,47,174,27.0,87,105,82.9,16,145,161,78,33,8,55,66,492,1.42,0.6
199,Royce O'Neale,UTA,77,2406,570,203,444,45.7,119,306,38.9,45,56,80.4,64,304,368,191,86,32,79,183,916,2.42,1.09
201,Jalen Suggs,ORL,48,1307,564,198,548,36.1,42,196,21.4,126,163,77.3,26,145,171,209,59,19,143,142,492,1.46,0.41
201,Moritz Wagner,ORL,63,960,564,197,396,49.7,66,201,32.8,104,129,80.6,42,190,232,87,20,13,56,123,636,1.55,0.36
203,Isaiah Hartenstein,LAC,68,1216,563,229,366,62.6,14,30,46.7,91,132,68.9,117,215,332,160,50,77,84,167,920,1.91,0.59
204,Frank Jackson,DET,53,1164,560,194,483,40.2,86,279,30.8,86,104,82.7,19,68,87,55,27,9,38,89,393,1.45,0.71
205,Caleb Martin,MIA,60,1372,551,208,410,50.7,64,155,41.3,71,93,76.3,70,160,230,64,58,30,52,104,657,1.23,1.11
206,Drew Eubanks,POR,71,1245,546,221,371,59.6,5,23,21.7,99,130,76.2,130,252,382,85,31,40,81,122,822,1.05,0.38
207,Cody Martin,CHA,71,1866,544,204,423,48.2,61,159,38.4,75,107,70.1,82,203,285,179,88,32,61,116,816,2.93,1.44
208,Marvin Bagley III,DET,48,1146,540,225,446,50.4,23,97,23.7,67,101,66.3,105,233,338,36,22,18,39,93,660,0.92,0.56
208,Myles Turner,IND,42,1235,540,200,393,50.9,61,183,33.3,79,105,75.2,65,232,297,44,28,118,54,119,754,0.81,0.52
210,P.J. Tucker,MIA,71,1981,539,207,428,48.4,80,193,41.5,45,61,73.8,100,287,387,149,58,15,66,161,845,2.26,0.88
211,Chimezie Metu,SAC,60,1279,534,203,449,45.2,57,186,30.6,71,91,78.0,34,301,335,60,51,32,61,93,685,0.98,0.84
211,Eric Bledsoe,POR,54,1361,534,197,468,42.1,51,163,31.3,89,117,76.1,28,154,182,225,69,19,116,85,614,1.94,0.59
211,Hassan Whiteside,UTA,65,1162,534,215,330,65.2,0,0,0.0,104,167,62.3,166,328,494,26,22,103,53,179,948,0.49,0.41
214,Patrick Beverley,MIN,58,1476,533,177,436,40.6,83,242,34.3,96,133,72.2,62,178,240,268,67,52,73,174,791,3.67,0.92
215,Steven Adams,MEM,76,1999,528,210,384,54.7,0,1,0.0,108,199,54.3,349,411,760,256,65,60,115,153,1289,2.23,0.56
216,Jaylen Nowell,MIN,62,975,527,196,413,47.5,63,160,39.4,72,92,78.3,22,101,123,130,27,10,36,73,544,3.61,0.75
217,Raul Neto,WAS,70,1372,526,204,441,46.3,35,120,29.2,83,108,76.9,13,121,134,217,55,3,79,104,594,2.75,0.7
218,Cory Joseph,DET,65,1600,521,178,400,44.5,65,157,41.4,100,113,88.5,29,145,174,237,42,17,85,147,671,2.79,0.49
218,Kyle Anderson,MEM,69,1484,521,209,469,44.6,36,109,33.0,67,105,63.8,69,299,368,183,77,45,71,108,825,2.58,1.08
220,Torrey Craig,PHX,78,1596,516,200,441,45.4,77,234,32.9,39,52,75.0,86,224,310,91,46,36,67,151,678,1.36,0.69
221,Otto Porter Jr.,GSW,63,1396,515,193,416,46.4,80,216,37.0,49,61,80.3,86,276,362,94,68,29,37,83,796,2.54,1.84
222,Jarred Vanderbilt,MIN,74,1881,512,212,361,58.7,2,14,14.3,86,131,65.6,215,409,624,94,99,46,73,181,1108,1.29,1.36
223,Furkan Korkmaz,PHI,67,1414,509,182,470,38.7,77,266,28.9,68,84,81.0,22,153,175,127,33,9,48,58,501,2.65,0.69
224,Gary Payton II,GSW,71,1248,502,212,344,61.6,43,120,35.8,35,58,60.3,72,175,247,64,96,22,40,131,736,1.6,2.4
224,Taurean Prince,MIN,69,1177,502,177,390,45.4,86,229,37.6,62,82,75.6,26,148,174,68,47,23,53,116,528,1.28,0.89
226,Ziaire Williams,MEM,62,1346,501,191,424,45.0,76,242,31.4,43,55,78.2,26,103,129,65,35,12,41,113,456,1.58,0.85
227,Cam Reddish,NYK,49,1012,497,165,408,40.4,66,184,35.9,101,112,90.2,25,80,105,48,47,15,57,60,401,0.84,0.82
228,Kevon Looney,GSW,82,1732,491,208,364,57.1,0,1,0.0,75,125,60.0,208,388,596,165,50,52,67,215,1081,2.46,0.75
228,Nicolas Batum,LAC,59,1463,491,179,387,46.3,108,270,40.0,25,38,65.8,29,225,254,100,58,42,40,80,684,2.5,1.45
230,R.J. Hampton,ORL,64,1402,489,175,457,38.3,64,183,35.0,75,117,64.1,23,171,194,158,42,13,87,101,485,1.82,0.48
231,Jordan Nwora,MIL,62,1185,487,186,462,40.3,79,227,34.8,36,43,83.7,37,184,221,59,25,17,57,78,469,1.03,0.44
232,Mason Plumlee,CHA,73,1793,477,205,320,64.1,0,2,0.0,67,171,39.2,176,389,565,226,61,52,100,224,1062,2.26,0.61
233,Rui Hachimura,WAS,42,944,475,187,381,49.1,55,123,44.7,46,66,69.7,25,135,160,48,23,9,33,53,468,1.46,0.7
234,Duane Washington Jr.,IND,48,968,473,173,427,40.5,81,215,37.7,46,61,75.4,4,79,83,85,26,3,57,66,344,1.49,0.46
235,Jalen Smith,IND,51,924,470,176,350,50.3,40,122,32.8,78,102,76.5,101,206,307,24,15,41,42,96,617,0.57,0.36
236,Javonte Green,CHI,65,1519,468,176,325,54.2,36,101,35.6,80,96,83.3,91,185,276,60,67,32,30,132,708,2.0,2.23
236,Richaun Holmes,SAC,45,1074,468,198,300,66.0,2,5,40.0,70,90,77.8,93,224,317,48,17,41,56,128,713,0.86,0.3
238,Damion Lee,GSW,63,1257,467,169,383,44.1,63,187,33.7,66,75,88.0,27,176,203,63,39,6,38,95,517,1.66,1.03
239,Aleksej Pokusevski,OKC,61,1233,464,186,456,40.8,57,197,28.9,35,50,70.0,73,245,318,131,39,38,94,88,611,1.39,0.41
240,Lonzo Ball,CHI,35,1212,455,162,383,42.3,110,260,42.3,21,28,75.0,35,155,190,178,64,31,82,85,608,2.17,0.78
241,Damian Jones,SAC,56,1017,454,175,266,65.8,10,29,34.5,94,131,71.8,75,171,246,69,26,47,59,130,655,1.17,0.44
241,Isaiah Roby,OKC,45,948,454,166,323,51.4,44,99,44.4,78,116,67.2,75,142,217,71,36,34,43,109,574,1.65,0.84
243,Killian Hayes,DET,66,1647,453,176,459,38.3,44,167,26.3,57,74,77.0,36,174,210,277,78,35,111,183,642,2.5,0.7
243,Willy Hernangomez,NOP,50,839,453,170,327,52.0,4,12,33.3,109,141,77.3,143,195,338,63,21,19,51,97,654,1.24,0.41
245,Shake Milton,PHI,55,1179,450,173,403,42.9,43,133,32.3,61,73,83.6,30,112,142,139,28,17,44,99,490,3.16,0.64
246,Rudy Gay,UTA,55,1038,446,157,379,41.4,70,203,34.5,62,79,78.5,55,187,242,56,25,19,47,95,502,1.19,0.53
247,Ricky Rubio,IND,34,970,445,149,411,36.3,59,174,33.9,88,103,85.4,15,126,141,225,49,7,90,75,500,2.5,0.54
248,Austin Reaves,LAL,61,1418,444,146,318,45.9,53,167,31.7,99,118,83.9,45,148,193,110,29,20,40,87,565,2.75,0.72
249,Payton Pritchard,BOS,71,1001,442,160,373,42.9,101,245,41.2,21,21,100.0,32,102,134,139,25,6,41,61,492,3.39,0.61
250,Nemanja Bjelica,GSW,71,1142,433,160,342,46.8,54,149,36.2,59,81,72.8,62,232,294,159,41,26,87,128,662,1.83,0.47
251,JaMychal Green,DEN,67,1085,432,159,327,48.6,33,124,26.6,81,93,87.1,81,200,281,59,43,26,57,158,604,1.03,0.75
252,Kemba Walker,NYK,37,948,431,149,370,40.3,73,199,36.7,60,71,84.5,14,97,111,131,26,7,48,37,426,2.73,0.54
253,DeMarcus Cousins,DEN,48,717,430,149,324,46.0,37,122,30.3,95,125,76.0,74,196,270,71,35,21,85,139,537,0.83,0.41
254,Dewayne Dedmon,MIA,67,1065,422,164,290,56.6,19,47,40.4,75,100,75.0,105,281,386,47,24,42,70,174,700,0.67,0.34
255,Aaron Wiggins,OKC,50,1209,416,156,337,46.3,42,138,30.4,62,85,72.9,51,127,178,68,30,10,54,93,444,1.26,0.56
256,Tre Jones,SAS,69,1148,413,166,339,49.0,10,51,19.6,71,91,78.0,29,126,155,233,42,7,46,78,611,5.07,0.91
257,Maxi Kleber,DAL,59,1450,411,141,354,39.8,83,255,32.5,46,65,70.8,70,280,350,68,30,58,47,137,638,1.45,0.64
258,Ish Smith,WAS,65,1126,410,185,430,43.0,25,67,37.3,15,24,62.5,25,115,140,244,47,23,78,78,532,3.13,0.6
258,Jeremy Lamb,SAC,56,936,410,133,347,38.3,55,170,32.4,89,106,84.0,26,128,154,81,31,22,37,59,430,2.19,0.84
258,Nassir Little,POR,42,1088,410,145,315,46.0,51,154,33.1,69,94,73.4,58,178,236,54,25,36,40,82,526,1.35,0.63
258,Nic Claxton,BKN,47,974,410,178,264,67.4,0,0,0.0,54,93,58.1,91,173,264,43,24,51,38,110,629,1.13,0.63
262,Austin Rivers,DEN,67,1480,403,146,350,41.7,79,231,34.2,32,44,72.7,19,95,114,90,51,6,54,121,394,1.67,0.94
263,Aaron Holiday,PHX,63,1021,400,151,338,44.7,39,103,37.9,59,68,86.8,24,98,122,153,42,9,67,92,463,2.28,0.63
264,Avery Bradley,LAL,62,1406,394,148,350,42.3,82,210,39.0,16,18,88.9,31,105,136,47,53,9,38,118,397,1.24,1.4
265,Onyeka Okongwu,ATL,48,992,392,156,226,69.0,0,0,0.0,80,110,72.7,115,168,283,53,31,60,44,149,675,1.21,0.7
266,Daniel Theis,BOS,47,977,384,151,291,51.9,33,107,30.8,49,72,68.1,59,169,228,41,20,31,46,111,495,0.89,0.43
266,Lance Stephenson,IND,46,814,384,147,323,45.5,27,90,30.0,63,80,78.8,12,115,127,165,24,4,72,96,439,2.29,0.33
268,Lamar Stevens,CLE,63,1015,383,156,319,48.9,18,65,27.7,53,75,70.7,47,117,164,44,31,18,41,106,414,1.07,0.76
269,Donte DiVincenzo,SAC,42,1005,380,118,336,35.1,74,218,33.9,70,83,84.3,40,130,170,118,48,8,72,69,421,1.64,0.67
270,Matisse Thybulle,PHI,66,1685,379,150,300,50.0,45,144,31.3,34,43,79.1,42,109,151,75,115,71,39,158,593,1.92,2.95
271,Dwight Howard,LAL,60,971,372,134,219,61.2,8,15,53.3,96,146,65.8,118,238,356,35,34,36,47,115,651,0.74,0.72
272,Danny Green,PHI,62,1353,366,126,320,39.4,103,271,38.0,11,14,78.6,32,125,157,64,60,37,45,105,442,1.42,1.33
272,Jeremiah Robinson-Earl,OKC,49,1087,366,134,324,41.4,58,165,35.2,40,54,74.1,75,199,274,49,29,15,39,75,490,1.26,0.74
274,Kelly Olynyk,DET,40,764,365,128,286,44.8,40,119,33.6,69,89,77.5,54,123,177,111,31,19,58,100,467,1.91,0.53
274,Serge Ibaka,MIL,54,878,365,148,296,50.0,37,99,37.4,32,44,72.7,62,188,250,49,11,33,43,102,505,1.14,0.26
276,Trendon Watford,POR,48,869,364,142,267,53.2,9,38,23.7,71,94,75.5,57,142,199,81,25,28,44,116,505,1.84,0.57
277,Kenrich Williams,OKC,49,1072,363,146,317,46.1,41,121,33.9,30,55,54.5,75,145,220,108,44,10,46,81,503,2.35,0.96
278,Theo Maledon,OKC,51,908,361,119,317,37.5,44,150,29.3,79,100,79.0,20,111,131,111,31,11,65,67,361,1.71,0.48
279,Blake Griffin,BKN,56,958,359,133,313,42.5,38,145,26.2,55,76,72.4,60,168,228,105,27,14,31,95,501,3.39,0.87
280,Lou Williams,ATL,56,799,354,125,320,39.1,37,102,36.3,67,78,85.9,16,71,87,105,28,3,43,48,328,2.44,0.65
281,Goga Bitadze,IND,50,729,349,131,252,52.0,23,80,28.8,64,94,68.1,79,98,177,55,21,42,46,107,447,1.2,0.46
281,John Konchar,MEM,72,1292,349,135,262,51.5,52,126,41.3,27,49,55.1,87,242,329,109,45,22,29,90,676,3.76,1.55
283,Draymond Green,GSW,46,1329,346,135,257,52.5,16,54,29.6,60,91,65.9,45,291,336,320,61,50,139,136,821,2.3,0.44
284,Mike Muscala,OKC,43,593,344,113,248,45.6,70,163,42.9,48,57,84.2,21,108,129,22,18,26,14,58,381,1.57,1.29
284,Tristan Thompson,CHI,57,896,344,141,267,52.8,1,3,33.3,61,116,52.6,120,168,288,34,23,21,45,98,484,0.76,0.51
286,Brandon Boston Jr.,LAC,51,760,343,125,325,38.5,34,111,30.6,59,72,81.9,17,94,111,51,26,13,31,43,300,1.65,0.84
287,Delon Wright,ATL,77,1453,342,122,269,45.4,44,116,37.9,54,63,85.7,50,170,220,188,93,19,45,56,661,4.18,2.07
288,Jalen McDaniels,CHA,55,895,340,123,254,48.4,41,108,38.0,53,72,73.6,37,133,170,58,26,22,36,93,430,1.61,0.72
288,James Johnson,BKN,62,1191,340,144,307,46.9,23,85,27.1,29,55,52.7,51,164,215,130,30,34,48,162,512,2.71,0.63
288,Ty Jerome,OKC,48,801,340,124,328,37.8,54,186,29.0,38,47,80.9,19,59,78,109,30,5,37,73,312,2.95,0.81
291,CJ Elleby,POR,58,1174,339,121,308,39.3,37,126,29.4,60,84,71.4,66,161,227,87,35,19,56,116,440,1.55,0.63
292,Keita Bates-Diop,SAS,59,957,335,136,263,51.7,17,55,30.9,46,61,75.4,62,169,231,41,27,14,45,61,461,0.91,0.6
293,Eric Paschall,UTA,58,737,334,114,235,48.5,40,108,37.0,66,86,76.7,30,76,106,36,9,5,27,51,322,1.33,0.33
293,George Hill,MIL,54,1253,334,118,275,42.9,41,134,30.6,57,62,91.9,38,117,155,120,42,6,41,70,454,2.93,1.02
293,Trey Murphy III,NOP,62,864,334,109,277,39.4,71,186,38.2,45,51,88.2,47,100,147,38,23,7,16,60,359,2.38,1.44
296,Facundo Campazzo,DEN,65,1184,332,107,296,36.1,58,193,30.1,60,78,76.9,23,94,117,220,63,23,67,124,481,3.28,0.94
297,Jose Alvarado,NOP,54,834,330,131,294,44.6,32,110,29.1,36,53,67.9,25,75,100,152,71,7,40,73,440,3.8,1.77
298,Josh Jackson,SAC,51,830,328,120,300,40.0,33,130,25.4,55,77,71.4,21,120,141,54,26,22,47,88,322,1.15,0.55
299,Joe Ingles,POR,45,1122,325,115,285,40.4,78,225,34.7,17,22,77.3,12,119,131,158,23,5,46,82,421,3.44,0.5
300,Thaddeus Young,TOR,52,845,322,141,272,51.8,17,48,35.4,23,49,46.9,80,128,208,104,54,18,52,81,497,2.0,1.04
301,Larry Nance Jr.,NOP,46,1040,321,129,247,52.2,23,70,32.9,40,57,70.2,72,176,248,81,43,20,37,84,541,2.19,1.16
302,Stanley Johnson,LAL,48,1094,320,117,251,46.6,33,105,31.4,53,74,71.6,34,121,155,80,43,14,35,109,422,2.29,1.23
303,Josh Green,DAL,67,1039,319,130,256,50.8,28,78,35.9,31,45,68.9,52,109,161,79,45,14,44,115,434,1.79,1.02
304,Terry Taylor,IND,33,714,318,135,220,61.4,12,38,31.6,36,51,70.6,95,77,172,41,14,8,23,61,430,1.78,0.61
305,Naji Marshall,NOP,55,736,313,109,269,40.5,21,105,20.0,74,93,79.6,38,104,142,62,33,8,46,69,333,1.35,0.72
306,Davis Bertans,DAL,56,806,311,99,275,36.0,77,230,33.5,36,40,90.0,12,105,117,31,17,12,19,85,289,1.63,0.9
306,Derrick Rose,NYK,26,636,311,122,274,44.5,37,92,40.2,30,31,96.8,21,57,78,103,22,12,39,15,334,2.64,0.56
306,Terence Davis,SAC,30,536,311,113,267,42.3,49,149,32.9,36,44,81.8,11,83,94,40,25,11,33,70,286,1.21,0.76
309,Brandon Williams,POR,24,640,309,105,282,37.2,31,106,29.2,68,97,70.1,19,55,74,94,24,10,58,52,247,1.62,0.41
309,Garrett Temple,NOP,59,1098,309,111,295,37.6,59,185,31.9,28,41,68.3,29,114,143,74,43,23,42,81,353,1.76,1.02
311,Alex Caruso,CHI,41,1147,304,102,256,39.8,42,126,33.3,58,73,79.5,33,115,148,165,71,15,57,106,477,2.9,1.25
312,Omer Yurtseven,MIA,56,706,299,130,247,52.6,1,11,9.1,38,61,62.3,85,209,294,49,17,20,41,84,498,1.2,0.41
313,Juan Toscano-Anderson,GSW,73,994,298,115,235,48.9,28,87,32.2,40,70,57.1,28,148,176,127,48,17,68,115,448,1.87,0.71
314,Isaiah Jackson,IND,36,541,297,116,206,56.3,5,16,31.3,60,88,68.2,60,89,149,10,25,52,40,92,375,0.25,0.63
315,D.J. Augustin,LAL,55,883,294,94,222,42.3,68,164,41.5,38,43,88.4,11,57,68,107,17,1,56,39,298,1.91,0.3
316,Armoni Brooks,TOR,54,844,288,98,289,33.9,74,249,29.7,18,21,85.7,20,83,103,62,28,11,27,74,271,2.3,1.04
316,Joshua Primo,SAS,50,965,288,101,270,37.4,42,137,30.7,44,59,74.6,32,81,113,81,20,23,57,79,284,1.42,0.35
318,Wayne Ellington,LAL,43,810,287,98,237,41.4,82,211,38.9,9,11,81.8,10,67,77,30,23,5,19,42,262,1.58,1.21
319,Derrick Jones Jr.,CHI,51,899,286,105,195,53.8,20,61,32.8,56,70,80.0,60,109,169,30,25,33,30,105,409,1.0,0.83
320,DeAndre' Bembry,MIL,56,1026,284,124,221,56.1,15,36,41.7,21,35,60.0,42,121,163,66,49,25,31,113,445,2.13,1.58
320,Kessler Edwards,BKN,48,987,284,110,267,41.2,48,136,35.3,16,19,84.2,44,128,172,31,29,24,42,85,338,0.74,0.69
322,Troy Brown Jr.,CHI,66,1055,283,108,258,41.9,47,133,35.3,20,26,76.9,39,164,203,66,36,5,26,62,411,2.54,1.39
323,Jevon Carter,MIL,66,905,277,98,253,38.7,66,170,38.8,15,18,83.3,14,96,110,96,24,14,34,67,329,2.82,0.71
324,Quentin Grimes,NYK,46,786,275,95,235,40.4,72,189,38.1,13,19,68.4,24,70,94,44,31,11,28,72,281,1.57,1.11
325,Justise Winslow,POR,48,775,274,110,257,42.8,15,66,22.7,39,66,59.1,50,152,202,84,35,25,49,67,397,1.71,0.71
326,Rodney McGruder,DET,51,754,273,98,225,43.6,58,146,39.7,19,26,73.1,31,80,111,48,21,7,24,58,302,2.0,0.88
327,Zeke Nnaji,DEN,41,698,270,96,186,51.6,37,80,46.3,41,65,63.1,56,91,147,17,16,13,23,79,326,0.74,0.7
328,Dean Wade,CLE,51,980,269,99,217,45.6,51,142,35.9,20,30,66.7,31,119,150,52,29,7,16,88,363,3.25,1.81
329,Keon Johnson,POR,37,696,267,96,272,35.3,34,100,34.0,41,51,80.4,24,57,81,76,28,12,46,69,232,1.65,0.61
330,Jock Landale,SAS,54,589,265,101,204,49.5,29,89,32.6,34,41,82.9,63,75,138,45,10,14,31,53,331,1.45,0.32
331,Svi Mykhailiuk,TOR,56,716,255,91,234,38.9,41,134,30.6,32,37,86.5,20,72,92,45,26,4,32,54,242,1.41,0.81
332,Robin Lopez,ORL,36,612,254,110,199,55.3,2,6,33.3,32,54,59.3,68,58,126,54,2,18,44,67,299,1.23,0.04
333,Xavier Tillman,MEM,53,701,252,98,216,45.4,10,49,20.4,46,71,64.8,66,95,161,62,49,15,34,63,362,1.82,1.44
334,Wesley Matthews,MIL,49,1002,249,87,220,39.5,53,157,33.8,22,28,78.6,30,62,92,36,23,8,18,87,251,2.0,1.28
335,Danuel House Jr.,UTA,42,727,248,80,198,40.4,44,117,37.6,44,58,75.9,18,93,111,44,21,17,33,51,276,1.33,0.64
336,Khem Birch,TOR,55,991,247,97,200,48.5,0,14,0.0,53,71,74.6,122,117,239,56,30,26,29,104,448,1.93,1.03
337,Frank Ntilikina,DAL,58,685,240,89,223,39.9,38,111,34.2,24,25,96.0,12,67,79,69,27,7,31,61,256,2.23,0.87
338,Alex Len,SAC,39,620,235,94,176,53.4,6,21,28.6,41,63,65.1,52,109,161,45,13,25,43,100,332,1.05,0.3
339,David Nwaba,HOU,46,609,233,85,176,48.3,15,49,30.6,48,67,71.6,41,110,151,35,28,20,21,55,336,1.67,1.33
339,Jordan McLaughlin,MIN,62,902,233,88,200,44.0,27,85,31.8,30,40,75.0,22,72,94,180,57,10,38,54,414,4.74,1.5
341,T.J. McConnell,IND,27,652,229,100,208,48.1,10,33,30.3,19,23,82.6,20,70,90,131,29,10,29,53,348,4.52,1.0
341,Taj Gibson,NYK,52,946,229,86,166,51.8,15,38,39.5,42,52,80.8,88,141,229,32,22,40,27,137,435,1.19,0.81
343,Moses Moody,GSW,52,607,228,80,183,43.7,40,110,36.4,28,36,77.8,17,63,80,23,7,10,13,43,224,1.77,0.54
344,Timothe Luwawu-Cabarrot,ATL,52,685,227,74,186,39.8,44,122,36.1,35,41,85.4,17,65,82,40,18,6,20,76,235,2.0,0.9
345,Greg Brown III,POR,48,640,225,81,190,42.6,19,61,31.1,44,65,67.7,38,97,135,35,26,24,36,90,279,0.97,0.72
346,Romeo Langford,SAS,48,771,218,83,191,43.5,29,85,34.1,23,42,54.8,30,78,108,21,22,16,16,47,242,1.31,1.38
346,Zach Collins,SAS,28,502,218,76,155,49.0,14,41,34.1,52,65,80.0,46,107,153,61,13,23,45,67,331,1.36,0.29
348,Maurice Harkless,SAC,47,864,217,83,181,45.9,31,101,30.7,20,28,71.4,12,100,112,23,29,24,31,77,268,0.74,0.94
349,Trey Burke,DAL,42,441,214,84,215,39.1,26,82,31.7,20,23,87.0,4,29,33,57,12,0,26,39,156,2.19,0.46
350,Bismack Biyombo,PHX,36,506,210,86,145,59.3,0,0,0.0,38,71,53.5,63,104,167,23,12,26,25,70,321,0.92,0.48
350,Ignas Brazdeikis,ORL,42,536,210,81,188,43.1,27,87,31.0,21,32,65.6,23,49,72,37,10,3,17,48,197,2.18,0.59
352,Davon Reed,DEN,48,668,209,81,161,50.3,37,86,43.0,10,15,66.7,14,94,108,53,24,9,16,63,302,3.31,1.5
353,Saben Lee,DET,37,604,208,69,177,39.0,14,60,23.3,56,71,78.9,18,69,87,107,36,12,36,44,291,2.97,1.0
354,DeAndre Jordan,PHI,48,622,206,92,143,64.3,0,0,0.0,22,40,55.0,83,181,264,21,12,35,37,71,432,0.57,0.32
354,Dennis Smith Jr.,POR,37,639,206,79,189,41.8,6,27,22.2,42,64,65.6,20,68,88,132,45,12,51,52,300,2.59,0.88
354,Derrick Favors,OKC,39,652,206,94,182,51.6,2,16,12.5,16,25,64.0,58,126,184,25,17,12,9,62,338,2.78,1.89
357,Dalano Banton,TOR,64,696,205,83,202,41.1,13,51,25.5,26,44,59.1,38,86,124,99,28,10,53,68,276,1.87,0.53
358,Thomas Bryant,WAS,27,439,201,77,148,52.0,12,42,28.6,35,40,87.5,26,82,108,23,6,21,19,43,264,1.21,0.32
359,Lindy Waters III,OKC,25,465,199,71,175,40.6,53,146,36.3,4,5,80.0,6,67,73,24,19,8,11,31,207,2.18,1.73
360,Day'Ron Sharpe,BKN,32,391,198,86,149,57.7,2,7,28.6,24,41,58.5,81,79,160,17,10,15,30,60,290,0.57,0.33
360,Isaiah Joe,PHI,55,609,198,62,177,35.0,45,135,33.3,29,31,93.5,6,50,56,35,14,3,19,47,170,1.84,0.74
360,Tomas Satoransky,WAS,55,906,198,72,191,37.7,11,53,20.8,43,54,79.6,27,99,126,184,29,5,46,71,366,4.0,0.63
363,Aaron Nesmith,BOS,52,574,196,72,182,39.6,31,115,27.0,21,26,80.8,15,74,89,22,20,5,31,70,186,0.71,0.65
364,Markelle Fultz,ORL,18,360,195,83,175,47.4,4,17,23.5,25,31,80.6,4,45,49,99,20,5,40,22,230,2.48,0.5
364,Trent Forrest,UTA,60,766,195,76,155,49.0,5,27,18.5,38,48,79.2,23,76,99,106,30,6,48,43,299,2.21,0.63
366,Malachi Flynn,TOR,44,537,189,72,183,39.3,30,90,33.3,15,24,62.5,10,53,63,70,20,4,13,45,213,5.38,1.54
367,Tony Snell,NOP,53,823,187,69,171,40.4,45,128,35.2,4,4,100.0,16,87,103,28,16,9,19,70,222,1.47,0.84
367,Vít Krejčí,OKC,30,690,187,68,167,40.7,32,98,32.7,19,22,86.4,18,83,101,57,19,8,29,65,241,1.97,0.66
369,Luka Garza,DET,32,389,186,66,147,44.9,16,49,32.7,38,61,62.3,58,42,100,20,9,6,18,55,199,1.11,0.5
369,Rajon Rondo,CLE,39,698,186,68,176,38.6,31,88,35.2,19,26,73.1,15,93,108,170,30,6,68,56,317,2.5,0.44
371,Isaiah Thomas,CHA,22,333,184,67,167,40.1,28,83,33.7,22,26,84.6,4,25,29,34,7,5,15,34,140,2.27,0.47
372,Anthony Gill,WAS,44,463,180,62,109,56.9,14,26,53.8,42,52,80.8,33,52,85,27,5,11,18,58,233,1.5,0.28
372,Keifer Sykes,IND,32,566,180,69,190,36.3,27,90,30.0,15,17,88.2,8,37,45,62,12,4,33,51,147,1.88,0.36
374,Collin Sexton,CLE,11,316,176,68,151,45.0,11,45,24.4,29,39,74.4,13,23,36,23,10,0,31,25,121,0.74,0.32
375,Brandon Goodwin,CLE,36,502,171,64,154,41.6,19,55,34.5,24,38,63.2,14,53,67,91,25,1,36,39,215,2.53,0.69
375,Kelan Martin,BOS,30,450,171,70,171,40.9,22,75,29.3,9,13,69.2,17,38,55,21,13,9,14,36,150,1.5,0.93
375,Moses Brown,CLE,40,344,171,64,108,59.3,0,0,0.0,43,72,59.7,39,96,135,1,7,16,20,53,237,0.05,0.35
375,Thanasis Antetokounmpo,MIL,48,473,171,70,128,54.7,2,14,14.3,29,46,63.0,40,61,101,22,16,12,26,68,221,0.85,0.61
379,Rodney Hood,LAC,52,709,163,58,157,36.9,30,91,33.0,17,19,89.5,15,62,77,38,15,6,11,31,187,3.46,1.36
379,Tony Bradley,CHI,55,549,163,72,123,58.5,0,0,0.0,19,29,65.5,67,119,186,27,10,33,34,62,324,0.79,0.29
379,Yuta Watanabe,TOR,38,445,163,56,138,40.6,27,79,34.2,24,40,60.0,18,74,92,21,11,16,19,38,186,1.1,0.58
382,Brook Lopez,MIL,13,298,161,61,131,46.6,19,53,35.8,20,23,87.0,19,34,53,6,8,15,12,34,158,0.5,0.67
382,Jared Butler,UTA,42,360,161,61,151,40.4,28,88,31.8,11,16,68.8,5,40,45,63,17,8,33,47,166,1.91,0.52
382,Matt Thomas,CHI,40,460,161,55,134,41.0,35,91,38.5,16,20,80.0,3,47,50,20,8,3,8,18,151,2.5,1.0
